snv,qtd_2007,qtd_2008,qtd_2009,qtd_2010,qtd_2011,qtd_2012
364BRO1130,23,23,33,43,49,62
364BRO1140,103,147,136,139,150,168
364BRO1145,14,29,31,21,28,31
364BRO1148,22,23,36,45,41,26
364BRO1149,5,4,NULL,2,3,7
364BRO1154,23,33,33,42,45,37
364BRO1160,237,267,380,359,407,443
364BRO1210,44,47,63,69,78,49
364BRO1215,28,29,29,32,45,47
364BRO1220,10,13,18,14,16,10
364BRO1230,52,67,73,88,72,105
364BRO1240,51,44,97,73,72,94
364BRO1245,45,44,40,72,78,90
364BRO1290,56,44,74,86,109,92
364BRO1300,75,77,84,90,99,93
364BRO1310,6,3,2,8,6,8
364BRO1320,27,20,35,46,44,58
364BRO1330,13,12,22,22,36,37
364BRO1370,37,50,49,50,86,69
364BRO1375,34,30,39,45,46,46
364BRO1380,1,3,20,19,20,21
364BRO1385,26,27,63,93,105,94
364BRO1388,29,30,186,222,238,256
364BRO1390,8,12,135,153,216,122
364BRO1410,17,27,75,73,91,80
364BRO1420,41,57,24,18,27,28
364BRO1425,174,190,31,39,19,12
364BRO1428,21,28,18,16,29,22
364BRO1430,54,54,63,108,156,119
364BRO1450,28,21,57,80,84,76
364BRO1470,11,11,19,19,14,11
364BRO1475,2,4,5,11,4,3
364BRO1480,1,2,3,NULL,1,1
364BRO1485,NULL,1,NULL,1,NULL,NULL
364BRO1490,7,10,11,10,6,4
364BRO1510,6,7,8,6,8,7
364BRO1530,9,5,11,7,7,12
364BRO9000,6,8,10,15,14,13
364BRO9010,12,31,15,14,17,12
364BRO9020,28,20,23,21,21,17
365BMG0030,32,34,44,51,39,39
365BMG0040,10,14,13,15,12,12
365BMG0045,22,34,34,36,35,34
365BMG0050,33,39,55,37,27,27
365BMG0063,17,24,18,30,30,18
365BMG0070,24,38,35,44,73,36
365BMG0090,21,14,14,27,12,8
365BMG0110,31,39,68,79,37,17
365BMG0125,6,3,3,7,4,4
365BMG0130,22,21,32,29,38,27
365BMG0150,22,13,9,9,19,22
365BMG0157,57,71,64,92,77,69
365BMG0190,24,25,31,32,24,37
365BMG0205,25,25,27,17,30,24
365BMG0210,18,27,16,18,28,24
365BMG0230,73,64,99,109,92,88
365BMG0240,9,8,5,5,7,1
365BMG0243,12,16,19,22,23,22
365BMG0250,8,17,25,25,24,19
365BMG0255,25,48,51,61,63,75
365BMG0310,268,285,392,487,476,487
365BMG0330,28,41,56,57,64,89
365BMG0350,24,31,28,42,46,54
365BMG0370,15,16,22,13,17,6
365BMG0410,NULL,NULL,NULL,NULL,1,NULL
367BBA0010,NULL,1,2,1,NULL,2
367BBA0030,154,168,194,249,278,242
369BPR0473,NULL,NULL,6,19,21,25
369BPR0480,NULL,NULL,15,31,35,26
369BPR0490,NULL,NULL,21,30,36,40
369BPR0495,NULL,NULL,24,27,27,19
369BPR0500,NULL,NULL,13,31,15,15
369BPR0505,NULL,NULL,19,15,25,16
369BPR0520,NULL,NULL,11,25,17,18
369BPR0530,NULL,NULL,11,15,14,20
369BPR0540,NULL,NULL,30,55,47,60
369BPR0543,NULL,NULL,3,4,5,2
369BPR0550,NULL,NULL,27,43,46,45
369BPR0565,NULL,NULL,6,7,5,10
369BPR0575,NULL,NULL,23,52,44,41
369BPR0580,NULL,NULL,21,26,38,34
369BPR0590,NULL,NULL,23,43,49,52
369BPR0615,NULL,NULL,109,197,222,209
369BPR0620,NULL,NULL,263,477,493,445
369BPR0630,NULL,NULL,42,89,92,85
369BPR0650,NULL,NULL,78,168,180,175
369BPR0660,NULL,NULL,27,62,79,76
369BPR0665,NULL,NULL,29,72,77,74
369BPR0670,NULL,NULL,34,33,65,45
369BPR0675,NULL,NULL,50,100,104,98
369BPR0680,NULL,NULL,13,28,36,34
369BPR0685,NULL,NULL,55,115,106,116
369BPR0690,NULL,NULL,29,64,69,64
369BPR0695,NULL,NULL,12,27,10,13
369BPR0700,NULL,NULL,NULL,NULL,NULL,1
369BPR0710,NULL,NULL,NULL,1,NULL,NULL
369BPR0715,NULL,NULL,NULL,3,2,NULL
369BPR0720,NULL,NULL,1,5,4,2
369BPR0725,NULL,NULL,3,6,7,7
369BPR0730,NULL,NULL,5,10,18,12
369BPR0735,NULL,NULL,6,10,15,13
369BPR0790,NULL,NULL,10,18,20,13
369BPR0795,NULL,NULL,12,33,19,35
369BPR0800,NULL,NULL,10,18,20,14
369BPR0805,NULL,NULL,4,8,10,18
369BPR0810,NULL,NULL,21,39,39,41
369BPR0830,NULL,NULL,10,15,23,14
369BPR0850,NULL,NULL,12,12,23,19
369BPR0870,NULL,NULL,34,68,61,78
369BPR9010,NULL,NULL,3,4,NULL,4
373BPR0320,107,100,133,155,147,140
373BPR0330,8,18,15,33,34,23
373BPR0350,19,23,25,24,23,16
373BPR0370,14,9,9,14,9,12
373BPR0375,21,21,19,28,33,30
373BPR0380,19,24,29,34,28,23
373BPR0390,31,24,24,39,44,29
373BPR0450,NULL,NULL,2,4,4,7
373BPR0455,NULL,NULL,43,50,48,58
373BPR0470,NULL,NULL,5,18,18,17
373BPR0475,NULL,NULL,16,20,14,24
376BPR0145,NULL,NULL,3,7,8,7
376BPR0150,NULL,NULL,1,5,8,11
376BPR0155,NULL,NULL,14,18,23,24
376BPR0160,NULL,NULL,19,28,22,25
376BPR0165,NULL,NULL,5,13,19,6
376BPR0170,NULL,NULL,16,20,28,30
376BPR0180,NULL,NULL,21,42,50,40
376BPR0185,NULL,NULL,35,50,73,44
376BPR0190,NULL,NULL,1,6,5,9
376BPR0193,NULL,NULL,16,25,26,25
376BPR0195,NULL,NULL,9,23,15,17
376BPR0199,NULL,NULL,17,52,46,39
376BPR0203,NULL,NULL,15,22,24,26
376BPR0204,NULL,NULL,50,113,119,120
376BPR0205,NULL,NULL,28,61,66,75
376BPR0206,NULL,NULL,114,381,361,353
376BPR0207,NULL,NULL,205,453,437,456
376BPR0209,NULL,NULL,65,142,138,133
376BPR0210,NULL,NULL,149,253,232,229
376BPR0215,NULL,NULL,12,22,42,27
376BPR0217,NULL,NULL,12,23,21,24
376BPR0220,NULL,NULL,11,22,37,20
376BPR0225,NULL,NULL,31,70,98,73
376BPR0230,NULL,NULL,30,53,50,57
376BPR0265,NULL,NULL,25,50,45,34
376BPR0270,NULL,NULL,15,20,17,19
376BPR0275,NULL,NULL,31,90,60,63
376BPR0280,NULL,NULL,25,30,46,44
376BPR0285,NULL,NULL,3,13,10,9
376BPR0290,NULL,NULL,4,7,2,9
376BPR0293,NULL,NULL,17,37,49,58
376BPR0295,NULL,NULL,43,85,103,115
376BPR0300,NULL,NULL,40,74,73,42
376BPR0310,NULL,NULL,46,81,113,96
376BPR0330,NULL,NULL,26,64,52,58
376BPR0340,NULL,NULL,35,79,65,44
376BPR0350,NULL,NULL,12,23,9,28
376BPR0370,NULL,NULL,80,78,130,116
376BPR0400,NULL,NULL,14,47,64,48
376BPR0410,NULL,NULL,58,103,97,106
376BPR0415,NULL,NULL,51,92,100,75
376BPR0420,NULL,NULL,97,156,178,145
376BPR0480,264,353,463,513,525,402
376BPR0490,705,1102,1523,1499,1345,1031
376BPR9000,109,124,127,229,285,249
377BRS0075,NULL,1,2,6,15,14
377BRS0090,26,28,41,37,12,17
381BMG0090,NULL,NULL,1,2,NULL,4
381BMG0110,NULL,NULL,NULL,NULL,1,2
381BMG0130,NULL,NULL,NULL,NULL,1,6
381BMG0160,28,15,31,31,14,25
381BMG0170,88,126,158,105,100,97
381BMG0180,161,153,162,99,87,100
381BMG0185,93,85,101,65,57,63
381BMG0190,1,6,5,2,NULL,NULL
381BMG0210,47,45,49,41,32,39
381BMG0230,108,101,87,87,72,81
381BMG0250,214,267,132,213,199,203
381BMG0265,40,48,30,31,39,39
381BMG0275,304,256,356,337,328,309
381BMG0290,322,369,457,527,401,376
381BMG0310,99,95,82,80,63,74
381BMG0330,75,89,75,69,61,72
381BMG0335,513,628,599,550,397,421
381BMG0350,296,306,555,508,528,516
381BMG0490,411,493,597,659,605,646
381BMG0510,26,34,34,57,57,63
381BMG0530,163,224,341,333,330,286
381BMG0550,39,54,49,48,38,54
381BMG0570,108,103,82,87,94,101
381BMG0590,147,230,303,283,263,232
381BMG0610,11,17,18,18,20,23
381BMG0620,249,311,247,261,278,248
381BMG0630,270,242,326,329,307,276
381BMG0650,74,96,122,145,103,124
381BMG0670,413,528,647,674,708,730
381BMG0690,28,25,39,39,27,46
381BMG0710,104,109,129,92,115,88
381BMG0730,273,313,379,409,333,379
381BMG0750,169,174,221,228,243,235
381BMG0770,383,394,369,419,514,578
381BMG0790,316,415,613,572,687,728
381BMG0800,NULL,38,86,72,94,116
381BSP0810,114,161,181,176,215,198
381BSP0830,133,161,242,255,238,274
381BSP0850,388,524,629,426,552,575
381BSP0860,399,609,596,561,519,499
381BSP0870,88,139,144,153,163,185
386BRS0130,25,39,31,48,62,60
386BRS0140,7,15,18,19,12,14
386BRS0150,10,18,28,25,28,28
386BRS0155,77,86,88,94,107,113
386BRS0190,32,42,43,56,64,49
386BRS0230,26,18,32,28,31,43
386BRS0235,43,50,42,55,72,66
386BRS0238,45,48,51,45,57,55
386BRS0240,127,98,78,128,104,91
386BRS0242,20,25,27,29,28,16
386BRS0244,62,66,61,65,67,52
386BRS0247,39,47,28,35,45,51
386BRS0250,96,110,78,91,113,105
386BRS0260,87,91,84,153,113,115
386BRS0263,15,30,14,24,23,19
386BRS0265,85,93,73,102,89,100
386BRS0290,39,51,37,52,54,46
386BRS0330,252,240,257,309,307,292
392BRS0010,71,98,73,68,103,148
392BRS0030,24,25,14,21,37,27
392BRS0050,47,63,64,83,54,98
392BRS0070,110,100,91,134,118,122
392BRS0090,21,25,33,30,44,38
392BRS0110,81,92,79,107,127,77
392BRS0130,7,5,3,11,13,6
392BRS0150,19,4,16,20,15,14
392BRS0160,21,21,36,23,35,33
392BRS0170,22,11,20,23,61,49
392BRS0190,13,12,12,16,20,25
392BRS0210,17,9,19,21,15,14
392BRS0230,22,21,19,25,27,12
392BRS0233,8,13,5,12,5,9
392BRS0250,109,99,125,145,146,136
392BRS0330,1,NULL,NULL,NULL,NULL,NULL
392BRS0417,2,NULL,1,1,3,NULL
392BRS0430,13,10,13,13,11,8
392BRS0440,6,7,8,23,8,13
392BRS0450,7,16,10,15,15,8
392BRS0470,7,11,9,17,13,7
393BES0010,14,32,30,29,45,39
393BES0030,9,14,19,31,30,41
393BES0050,NULL,1,2,2,4,8
393BRJ0275,39,44,63,49,47,33
393BRJ0290,31,28,29,32,32,28
393BRJ0330,115,117,124,166,147,116
393BRJ0350,22,31,32,44,46,59
393BRJ0370,7,12,4,14,14,15
393BRJ0390,12,29,31,29,26,41
393BRJ0410,26,44,43,60,62,46
393BRJ0430,2,5,7,4,5,6
393BRJ0450,16,37,19,34,33,36
393BRJ0470,38,54,47,64,65,52
393BRJ0490,17,18,16,19,21,17
393BRJ0510,104,96,121,85,110,107
393BRJ0530,56,59,69,69,52,69
393BRJ0550,290,283,361,401,494,474
393BRJ0570,71,63,53,71,70,68
393BRJ0590,59,96,79,79,67,64
401BRR0010,58,42,31,31,27,27
401BRR0030,2,2,1,3,NULL,2
401BRR0050,4,6,3,5,10,4
401BRR0060,NULL,NULL,NULL,1,2,NULL
401BRR0075,1,NULL,NULL,NULL,NULL,NULL
401BRR0110,1,NULL,1,NULL,NULL,NULL
401BRR9010,1,3,3,3,3,2
402BMA0072,2,2,2,3,3,3
402BMA0080,NULL,1,3,2,1,NULL
402BPI0170,8,13,7,4,19,10
402BPI0190,19,16,20,20,29,36
402BPI0210,5,3,1,1,2,5
404BPI0015,5,5,20,21,31,19
404BPI0020,NULL,NULL,NULL,2,5,3
404BPI0025,NULL,NULL,NULL,NULL,1,NULL
405BPB0170,5,2,6,5,2,8
405BPB0190,8,11,6,10,12,15
405BPB0210,1,1,3,3,8,6
405BRN0010,26,20,25,35,39,24
405BRN0030,17,7,11,20,22,12
405BRN0050,12,7,18,20,25,19
405BRN0060,6,7,10,11,9,6
405BRN0070,10,4,7,11,3,8
405BRN0080,1,2,2,NULL,3,1
405BRN0090,NULL,NULL,NULL,NULL,1,3
405BRN0100,1,1,2,3,20,14
405BRN0110,1,NULL,1,4,26,21
405BRN0130,NULL,1,NULL,3,4,3
405BRN0140,1,3,2,4,3,3
405BRN0150,1,1,1,NULL,1,1
406BRN0015,1,NULL,1,NULL,NULL,1
406BRN0025,2,NULL,2,4,3,2
406BRN0030,1,4,1,3,3,4
406BRN0032,4,8,7,4,6,11
406BRN0050,15,17,21,32,28,22
406BRN0070,5,12,10,14,12,15
406BRN0090,11,8,10,21,9,11
406BRN0100,7,4,8,8,5,4
406BRN0110,25,26,25,30,42,47
406BRN0130,94,56,41,71,80,61
407BBA0290,22,28,15,30,94,137
407BBA0292,15,18,12,10,7,4
407BBA0294,5,11,14,2,10,2
407BBA0296,32,35,26,18,21,21
407BBA0300,54,53,64,44,50,52
407BBA0310,27,27,24,26,23,20
407BBA0320,4,9,7,12,17,16
407BBA0324,24,26,19,17,23,29
407BBA0326,15,12,14,20,25,24
407BPE0210,1,NULL,4,3,4,6
407BPE0230,7,9,3,10,4,9
407BPE0240,3,9,5,9,6,6
407BPE0250,39,37,60,68,98,87
407BPI0080,14,18,18,22,32,9
407BPI0090,4,7,3,8,4,3
407BPI0150,1,NULL,NULL,2,NULL,14
407BPI0170,NULL,NULL,1,2,NULL,3
407BPI0172,1,1,NULL,NULL,NULL,1
407BPI0173,2,1,2,4,7,11
407BPI0175,5,3,2,3,NULL,4
407BPI0177,NULL,NULL,4,6,1,5
407BPI0180,1,1,4,6,4,6
407BPI0183,1,1,4,3,2,4
407BPI0185,NULL,1,NULL,NULL,NULL,NULL
408BPE0110,7,12,10,15,10,7
408BPE0130,2,4,9,12,5,4
408BPE0150,11,10,9,13,7,3
408BPE0160,8,10,11,16,13,6
408BPE0170,34,46,37,40,28,11
408BPE0190,11,19,15,19,7,12
408BPE0200,46,50,61,86,64,44
408BPE0220,42,55,43,53,61,32
408BPE0240,25,36,24,39,42,31
408BPE0260,60,68,80,89,89,84
410BBA0010,25,25,25,49,32,26
410BBA0020,1,3,NULL,NULL,1,NULL
412BPB0010,14,8,4,10,10,10
412BPB0030,8,7,10,12,5,10
412BPB0040,1,1,3,2,1,3
412BPB0050,3,3,1,2,1,1
412BPB0055,7,6,11,8,12,7
412BPB0070,2,1,3,2,2,7
414BGO0080,NULL,NULL,NULL,1,NULL,3
414BGO0083,14,9,6,14,11,13
414BGO0090,4,3,3,4,NULL,3
414BGO0100,2,6,NULL,2,NULL,1
414BGO0110,1,2,1,2,4,8
414BGO0111,4,2,3,2,6,3
414BGO0115,9,6,7,11,15,17
414BGO0130,28,30,28,20,29,24
414BGO0132,13,14,17,20,8,24
414BGO0134,83,62,70,96,97,110
415BBA0020,NULL,NULL,NULL,NULL,NULL,1
416BAL0030,6,3,2,4,10,4
416BAL0040,NULL,1,1,3,4,2
416BAL0050,3,1,NULL,2,1,NULL
418BBA0010,5,3,4,3,2,1
418BBA0012,5,4,11,8,21,7
418BBA0014,28,25,18,31,39,8
418BBA0050,NULL,NULL,NULL,NULL,NULL,13
418BBA0052,NULL,NULL,NULL,NULL,NULL,12
418BBA0054,NULL,NULL,NULL,NULL,NULL,7
419BMS0090,4,12,6,4,5,8
419BMS0092,5,6,6,9,11,9
419BMS0110,4,6,4,4,4,5
420BBA0010,NULL,NULL,NULL,1,NULL,NULL
420BBA0090,NULL,NULL,NULL,NULL,NULL,1
420BBA0210,NULL,NULL,NULL,NULL,NULL,3
420BBA0212,NULL,NULL,NULL,NULL,NULL,5
420BBA0214,NULL,NULL,NULL,NULL,NULL,2
420BBA0218,NULL,NULL,NULL,NULL,NULL,1
420BBA0220,NULL,NULL,NULL,NULL,NULL,1
420BBA0230,NULL,NULL,NULL,NULL,NULL,1
421BRO9010,NULL,NULL,NULL,NULL,1,NULL
422BPA0010,NULL,NULL,2,7,NULL,NULL
422BPA0018,NULL,NULL,1,NULL,NULL,NULL
423BAL0190,4,4,6,3,7,10
423BAL0210,7,6,5,9,11,9
423BAL0230,6,10,10,18,21,16
423BAL0240,13,10,24,23,18,28
423BAL0250,6,7,6,16,25,11
423BPE0030,18,22,22,34,32,16
423BPE0050,39,24,33,46,36,38
423BPE0070,28,30,34,32,36,31
423BPE0075,51,48,45,54,77,56
423BPE0080,26,54,40,54,55,38
423BPE0090,7,13,14,16,23,27
423BPE0110,3,5,5,10,3,5
423BPE0130,4,8,3,19,16,16
423BPE0150,8,9,10,7,21,18
423BPE0170,6,6,3,7,11,6
424BAL0150,1,NULL,NULL,NULL,NULL,NULL
424BAL0170,2,NULL,NULL,NULL,NULL,NULL
424BAL0310,4,15,15,14,20,14
424BPE0010,21,15,20,37,39,40
424BPE0030,3,4,1,5,4,5
424BPE0035,7,17,19,24,13,16
424BPE0050,24,25,36,20,31,43
424BPE0070,28,30,38,55,39,45
424BPE0090,4,4,3,9,8,11
424BPE0115,2,NULL,1,4,4,2
425BRO0020,4,3,2,8,5,1
426BPB0050,NULL,NULL,NULL,NULL,NULL,1
427BPB0210,1,1,NULL,3,2,NULL
427BPB0250,13,18,11,13,17,18
427BRN0030,25,17,22,34,23,12
427BRN0070,6,7,6,6,3,9
427BRN0080,1,4,5,5,12,2
427BRN0090,6,4,4,3,5,NULL
427BRN0110,17,11,11,27,19,15
427BRN0120,19,16,22,32,22,15
427BRN0170,1,NULL,2,2,3,NULL
427BRN0180,2,2,6,11,3,10
427BRN0190,NULL,NULL,1,NULL,2,2
427BRN9010,5,2,4,2,5,8
428BPE0030,35,44,40,51,77,53
428BPE0050,17,35,18,34,37,24
429BRO0020,1,NULL,NULL,1,10,5
429BRO0031,1,NULL,NULL,NULL,4,10
429BRO0035,NULL,NULL,NULL,NULL,1,1
429BRO0040,NULL,NULL,NULL,NULL,NULL,1
429BRO0090,NULL,NULL,NULL,NULL,1,NULL
429BRO0095,NULL,NULL,NULL,NULL,1,NULL
432BRR0005,NULL,NULL,NULL,NULL,NULL,1
432BRR0050,1,1,NULL,1,1,NULL
432BRR0060,4,NULL,NULL,1,1,NULL
432BRR0065,3,NULL,NULL,NULL,NULL,NULL
432BRR0070,NULL,1,NULL,NULL,1,1
432BRR0075,2,7,10,6,4,4
432BRR0080,1,2,NULL,1,2,NULL
433BRR0010,1,NULL,NULL,NULL,NULL,NULL
433BRR0100,NULL,1,NULL,NULL,NULL,NULL
447BES0010,NULL,1,NULL,5,3,1
447BES0020,NULL,1,4,3,6,5
447BES0030,NULL,8,12,31,50,14
450BDF0010,3,2,NULL,NULL,2,1
450BDF0030,NULL,1,NULL,NULL,NULL,NULL
450BDF0050,2,3,NULL,NULL,NULL,NULL
450BDF0070,3,1,NULL,NULL,1,NULL
450BDF0090,5,NULL,NULL,1,1,NULL
450BDF0110,1,NULL,NULL,NULL,NULL,NULL
450BDF0130,6,2,NULL,1,2,1
450BDF0150,11,1,NULL,1,1,5
450BDF0170,NULL,NULL,NULL,NULL,NULL,2
450BDF0190,4,NULL,1,NULL,NULL,1
450BDF0210,NULL,NULL,1,NULL,NULL,NULL
450BDF0230,22,35,18,12,13,21
450BDF0250,58,52,85,57,86,66
452BGO0010,20,22,33,56,61,80
452BGO0011,NULL,NULL,1,1,2,6
452BGO0012,1,2,6,9,16,12
452BGO0030,4,13,7,11,12,15
452BGO0032,3,3,5,7,10,9
452BGO0033,NULL,2,1,1,4,NULL
452BGO0034,NULL,NULL,1,3,2,1
452BGO0036,15,21,21,19,24,25
452BGO0040,NULL,3,5,5,5,11
452BGO0050,9,22,26,50,57,48
452BMG0210,58,45,60,72,65,70
452BMG0220,30,22,15,25,18,26
452BMG0225,1,1,1,3,4,3
452BMG0230,37,27,33,34,32,19
452BMG0235,2,2,9,4,3,6
452BMG0237,9,13,16,13,15,17
452BMG0240,2,5,3,1,4,1
452BMG0250,31,45,36,48,47,58
452BMG0270,9,5,6,14,15,11
453BRS0250,NULL,NULL,NULL,NULL,NULL,5
453BRS0290,NULL,NULL,NULL,NULL,NULL,40
459BMG0015,55,49,49,47,32,31
459BMG0020,28,34,32,22,20,29
459BMG0023,79,86,89,104,91,73
459BMG0030,74,54,47,63,76,84
459BMG0050,96,68,77,70,64,74
459BMG0070,104,90,97,90,87,72
459BMG0090,11,9,18,15,13,11
459BMG0110,29,23,26,19,16,32
459BMG0115,2,3,3,3,4,2
459BMG0120,1,NULL,2,NULL,NULL,NULL
459BMG0125,3,2,NULL,1,NULL,NULL
459BMG0130,5,2,1,2,3,2
459BMG0150,5,9,5,7,3,5
459BSP0170,44,39,36,28,53,42
459BSP0190,57,72,53,58,75,60
460BMG0030,NULL,1,NULL,NULL,NULL,NULL
460BMG0050,29,30,31,39,36,30
460BMG0070,38,37,31,27,21,31
463BMS0030,28,25,41,33,27,29
463BMS0070,17,14,25,15,10,8
463BMS0090,19,26,27,59,28,25
463BMS0110,11,18,20,29,37,37
463BMS0130,2,6,4,7,6,3
463BMS0150,8,23,22,24,27,29
463BMS0170,16,10,21,25,37,25
465BRJ0010,9,26,21,31,29,23
465BRJ0020,55,63,53,52,78,59
465BRJ0025,9,5,12,23,24,20
465BRJ0028,33,44,46,44,53,47
465BRJ0030,66,69,72,65,87,71
465BRJ0070,61,83,105,105,130,116
467BPR0070,NULL,NULL,31,53,53,85
468BRS0010,3,2,NULL,2,2,NULL
468BRS0030,11,12,17,15,15,19
468BRS0050,17,13,22,22,17,21
468BRS0070,2,6,2,3,10,8
468BRS0090,NULL,2,2,1,3,2
468BRS0110,4,12,10,10,17,13
468BRS0120,13,19,18,19,9,14
468BRS0125,3,3,8,5,10,6
468BRS0128,4,3,3,1,NULL,3
469BPR0030,36,19,29,23,23,17
469BPR0040,19,12,23,15,30,15
469BPR0050,2,1,NULL,NULL,3,2
469BPR9010,1,1,NULL,NULL,NULL,NULL
470BRS0330,NULL,NULL,NULL,1,6,9
470BRS0335,NULL,NULL,NULL,NULL,NULL,8
470BRS0340,NULL,NULL,NULL,NULL,NULL,1
470BRS0345,NULL,NULL,NULL,NULL,NULL,9
470BSC0010,53,66,88,105,88,62
470BSC0030,28,38,45,57,38,51
470BSC0050,150,129,213,164,204,185
470BSC0060,153,165,196,246,212,168
470BSC0090,251,277,317,325,277,210
470BSC0100,180,216,191,238,198,162
470BSC0110,392,406,460,506,532,402
470BSC0130,313,256,343,328,348,280
470BSC0150,296,278,313,355,298,290
470BSC0160,194,151,203,224,192,164
470BSC0165,114,95,103,112,108,110
470BSC0170,288,212,258,275,305,283
470BSC0173,88,87,114,107,102,86
470BSC0175,169,176,187,202,204,153
470BSC0180,140,103,184,238,172,153
470BSC0190,41,48,43,65,69,49
470BSC0210,44,52,43,48,60,54
470BSC0230,74,74,65,76,72,76
470BSC0250,22,10,15,11,21,12
470BSC0310,5,7,7,4,3,3
471BRS0050,3,7,5,5,4,7
471BRS0051,3,2,3,11,7,12
471BRS0052,40,35,51,29,48,53
471BRS0070,15,20,20,19,25,29
471BRS0210,10,9,5,11,9,7
471BRS0230,20,20,13,21,19,19
471BRS0250,29,32,34,25,30,17
471BRS027,NULL,NULL,NULL,NULL,4,8
471BRS0270,NULL,NULL,NULL,NULL,5,10
472BRS0010,3,1,NULL,NULL,NULL,NULL
472BRS0070,5,5,8,15,17,11
472BRS0090,19,21,13,24,23,18
472BRS0095,8,9,3,9,9,5
472BRS0110,12,7,13,18,11,11
472BRS0180,2,1,3,10,8,8
472BRS0185,3,3,2,1,1,2
472BRS0190,19,23,22,26,32,26
472BRS0200,9,3,4,7,9,8
472BRS0210,48,60,78,95,112,98
472BRS0225,17,7,5,3,1,2
472BRS0230,12,12,8,14,9,8
473BRS0110,NULL,1,5,2,1,1
473BRS0150,3,NULL,NULL,NULL,NULL,NULL
474BMG0010,NULL,3,6,5,10,9
474BMG0012,NULL,NULL,4,3,2,4
474BMG0015,NULL,NULL,1,1,4,1
474BMG0020,NULL,2,3,5,7,6
474BMG0025,NULL,3,7,9,13,11
474BMG0035,NULL,4,8,10,10,5
474BMG0040,NULL,3,8,11,6,4
474BMG0045,NULL,2,2,3,3,6
474BMG0047,NULL,10,16,23,14,21
474BMG0050,NULL,3,13,32,25,25
476BPR0030,NULL,2,NULL,NULL,NULL,NULL
476BPR0033,NULL,NULL,NULL,NULL,2,1
476BPR0036,15,14,17,8,19,17
476BPR0040,33,48,31,37,46,33
476BPR0050,27,37,57,43,37,47
476BPR0055,266,338,304,289,339,269
476BPR0060,207,428,392,389,396,306
476BPR0065,57,105,110,125,119,95
476BPR0070,172,292,242,229,164,148
476BPR0080,375,581,531,595,495,439
476BPR0090,NULL,NULL,87,173,209,131
476BPR0091,NULL,NULL,14,17,26,15
476BPR0093,NULL,NULL,39,60,61,56
476BPR0094,NULL,NULL,50,81,90,84
476BPR0095,NULL,NULL,47,87,78,63
476BPR0100,NULL,NULL,12,14,9,14
476BPR0110,NULL,NULL,80,148,204,189
476BPR0120,NULL,NULL,22,47,28,19
476BPR0125,NULL,NULL,6,26,22,29
476BPR0130,NULL,NULL,51,68,72,71
476BPR0140,NULL,NULL,31,69,70,60
476BPR0145,NULL,NULL,19,38,37,21
476BPR0153,NULL,NULL,2,5,11,12
476BPR0157,NULL,NULL,5,7,8,8
480BRS0170,1,3,4,NULL,NULL,NULL
480BRS0171,43,43,46,52,24,NULL
480BRS0176,NULL,NULL,NULL,NULL,39,69
480BSC0130,NULL,NULL,NULL,NULL,33,249
485BRJ0045,2,7,2,1,2,6
485BRJ0050,3,2,1,1,3,2
487BPR0070,NULL,NULL,4,2,4,3
487BPR0154,NULL,NULL,4,2,NULL,2
487BPR0160,NULL,NULL,1,NULL,NULL,NULL
487BPR0165,NULL,NULL,NULL,1,2,NULL
487BPR0170,NULL,NULL,NULL,4,2,3
487BPR0175,NULL,NULL,37,77,78,74
487BPR0180,NULL,NULL,19,40,27,34
487BPR0190,NULL,NULL,5,18,11,4
487BPR0195,NULL,NULL,9,14,10,4
488BSP0010,2,7,9,9,6,8
488BSP0011,9,9,8,12,9,11
488BSP0012,14,14,31,14,22,13
488BSP0013,27,15,24,27,38,29
488BSP0014,6,16,5,6,9,10
488BSP0015,2,3,5,3,2,1
492BRJ0310,369,382,345,512,532,552
493BRJ0010,77,107,140,118,177,158
493BRJ0030,23,24,34,33,45,36
493BRJ0050,31,50,64,71,106,115
493BRJ0152,1,5,8,20,22,25
495BRJ0010,24,31,38,38,41,43
495BRJ0020,3,2,1,2,3,NULL
498BBA0010,NULL,1,1,1,1,NULL
